platform,nama_produk,lokasi,harga
Facebook Marketplace,hp+rusak,"Airmadidi, Sulawesi Utara, Indonesia",Rp 12.345
Facebook Marketplace,Barang Manado,Manado,Rp 150
Facebook Marketplace,2014 Honda Beat Manado,Manado,Rp 6.500.000
Facebook Marketplace,Baru terdaftar KAIN LAP MICROFIBER Manado,Manado,Rp 10.000
Facebook Marketplace,2026 Mitsubishi Xpander Manado,Manado,Rp 10.000.000
Facebook Marketplace,2026 Mitsubishi L300 Manado,Manado,Rp 12.000.000
Facebook Marketplace,2026 Mitsubishi Xpander Manado,Manado,Rp 12.000.000
Facebook Marketplace,2023 A.P.C Motor Company VARIO 160,"Tondano, Sulawesi Utara, Indonesia",Rp 1.234.567
Facebook Marketplace,Baru terdaftar Juwal PAKET PS4 HEN SERI 12 + TV pnsnic 32 Manado,Manado,Rp 48
Facebook Marketplace,CCTV HIKVISION Manado,Manado,Rp 0
Facebook Marketplace,Baru terdaftar Knalpot Racing Rx King Manado,Manado,Rp 375.000
Facebook Marketplace,GRATIS ONGKIR,"Eris, Sulawesi Utara, Indonesia",Rp 2.555.555
Facebook Marketplace,Baru terdaftar KANTUNG JARING MOBIL Manado,Manado,Rp 15.000
Facebook Marketplace,2 Beds 1 Bath - House,"Airmadidi, Sulawesi Utara, Indonesia",Rp 500.000
Facebook Marketplace,Jual gas 3 kg,"Tateli, Sulawesi Utara, Indonesia",Rp 200
Facebook Marketplace,2018 Toyota Grand New Veloz Manual Istimewah Kota Tomohon,Manado,Rp 123.456.789
Facebook Marketplace,Aerox 2018 STNK bpkb pajak of,"Tenga, Sulawesi Utara, Indonesia",Rp 14.250.000
Facebook Marketplace,PROMO!! Velg Mobil Ring 14 HSR Sebunsuta Buat Calya Agya Ayla Xenia Avanza Brio Sigra dll Manado,Manado,Rp 3.500.000
Facebook Marketplace,Baru terdaftar HEADSET STAND GAMING RGB FANTECH Manado,Manado,Rp 250
Facebook Marketplace,2018 Honda CR-V Kota Tomohon,Manado,Rp 123.456.789
Facebook Marketplace,Baru terdaftar Beat streat 2024,"Tenga, Sulawesi Utara, Indonesia",Rp 160.000.000
Facebook Marketplace,Baru terdaftar Kursi cafe Manado,Manado,Rp 12
Facebook Marketplace,Jual Tanah dan Rumah Kota Tomohon,Manado,Rp 450.000.000
Facebook Marketplace,Baru terdaftar Gerobak cotainer Manado,Manado,Rp 1.234.567
Facebook Marketplace,Baru terdaftar Knalpot Racing YAMAHA F1ZR FORCE FIZ FORCE dan All 2 tak original One racing (COD),"Kawangkoan, Sulawesi Utara, Indonesia",Rp 123.456
Facebook Marketplace,ZOTAC GAMING GeForce RTX 5060 8GB Twin Edge OC GDDR7 - BLACK Manado,Manado,Rp 123
Facebook Marketplace,Baru terdaftar KONEKTOR LAN RJ45 CAT 6 1 PAK ISI 50 PCS Manado,Manado,Rp 80.000
Facebook Marketplace,2 KT 1 Kamar Mandi - Rumah Kota Tomohon,Manado,Rp 1
Facebook Marketplace,2019 Honda CR-V,"Tateli, Sulawesi Utara, Indonesia",Rp 12.346.789
Facebook Marketplace,Rante besi uk 6mm Manado,Manado,Rp 26.000
Facebook Marketplace,2026 Yamaha Matic,"Eris, Sulawesi Utara, Indonesia",Rp 12.345.678
Facebook Marketplace,beli emas Manado,Manado,Rp 123.456.789
Facebook Marketplace,Baru terdaftar SEAT BELT BUCKLE ALARM BUZZER Manado,Manado,Rp 35.000
Facebook Marketplace,CARI PS2 RUSAK,"Tondano, Sulawesi Utara, Indonesia",Rp 0
Facebook Marketplace,Baru terdaftar 2014 Datsun Go+,Manado,Rp 55.000.000
Facebook Marketplace,Baru terdaftar 2018 Daihatsu Ayla X 1.2 Manual Manado,Manado,Rp 115.000.000
Facebook Marketplace,3 KT 2 KM - Rumah Manado,Manado,Rp 70.000.000
Facebook Marketplace,Sambel Cumi Premium Pidis Sadap,"Tateli, Sulawesi Utara, Indonesia",Rp 55.000
Facebook Marketplace,2019 Honda CR-V,"Tateli, Sulawesi Utara, Indonesia",Rp 11.224.455
Facebook Marketplace,Jasah air bersih💦💦✅,"Airmadidi, Sulawesi Utara, Indonesia",Rp 0
Facebook Marketplace,2021 Toyota Toyota Kijang Manado,Manado,Rp 275.000.000
Facebook Marketplace,2020 Honda Cb V3 stnk,"Tenga, Sulawesi Utara, Indonesia",Rp 123
Facebook Marketplace,Baru terdaftar 2021 Suzuki XL7 Manual Manado,Manado,Rp 195
Facebook Marketplace,Jual Tamiya Mini 4WD,"Airmadidi, Sulawesi Utara, Indonesia",Rp 111.111
Facebook Marketplace,Playstation 2 Manado,Manado,Rp 550.000
Facebook Marketplace,Baru terdaftar 2014 Daihatsu Xenia X 1.3 manual 2013 pk 2014,"Tateli, Sulawesi Utara, Indonesia",Rp 110.000.000
Facebook Marketplace,Beat 2021 STNK bpkb,"Tenga, Sulawesi Utara, Indonesia",Rp 11.750.000
Facebook Marketplace,Gadai/titip barang Manado,Manado,Rp 12.999
Facebook Marketplace,2020 Honda Metik Manado,Manado,Rp 999.999.999
Facebook Marketplace,Yamaha,Manado,Rp 300
Facebook Marketplace,2 KT 2 KM - Rumah,"Airmadidi, Sulawesi Utara, Indonesia",Rp 2.350.000
Facebook Marketplace,Baru terdaftar 6jt cari metik lngkp surat Kota Tomohon,Manado,Rp 6
Facebook Marketplace,Pcgame labtop instaln winOS Manado,Manado,Rp 21
Facebook Marketplace,Baru terdaftar Rp 1Rp 123 Cpu komputer Manado,Manado,
Facebook Marketplace,Tv LG 32 inc,"Remboken, Sulawesi Utara, Indonesia",Rp 12
Facebook Marketplace,MITSUBISHI DESTINATOR ULTIMATE PREMIUM HUB 082156007065 Manado,Manado,Rp 562.000.000
Facebook Marketplace,Celana cutbray wanita,"Bitung, Sulawesi Utara, Indonesia",Rp 135.000
Facebook Marketplace,MITSUBISHI XPANDER CROSS HUB 082156007065,"Bitung, Sulawesi Utara, Indonesia",Rp 437.900.000
Facebook Marketplace,"Baru terdaftar Sofa masih baru sx,gorden mewah,meja rias kayu mahal,kursi taman atau rmh mkn.. Kota Tomohon",Manado,Rp 123
Facebook Marketplace,4 KT 2 KM - Rumah Manado,Manado,Rp 38.000.000
Facebook Marketplace,Wifi IndiHome murah Manado,Manado,Rp 99
Facebook Marketplace,4 KT 2 KM - Rumah Manado,Manado,Rp 27
Facebook Marketplace,2 KT 1 Kamar Mandi - Rumah Manado,Manado,Rp 35
Facebook Marketplace,Papan Shoe,"Bitung, Sulawesi Utara, Indonesia",Rp 13.000
Facebook Marketplace,3 Beds 2 Baths - House Manado,Manado,Rp 600.000.000
Facebook Marketplace,Knalpot CRF Manado,Manado,Rp 600
Facebook Marketplace,Baru terdaftar Sepeda listrik,"Tenga, Sulawesi Utara, Indonesia",Rp 2
Facebook Marketplace,Vario 125 Led New Manado,Manado,Rp 123.456.789
Facebook Marketplace,Scoopy Fashion Stnk Pmkyan 2025,"Motoling, Sulawesi Utara, Indonesia",Rp 9.999.999.999
Facebook Marketplace,Bead cbs,"Tombatu, Sulawesi Utara, Indonesia",Rp 999
Facebook Marketplace,Rp 1.900.000Rp 3.500.000 Pindah tugas jual barang rumah,"Airmadidi, Sulawesi Utara, Indonesia",
Facebook Marketplace,Di kontrakan Kota Tomohon,Manado,Rp 5.000.000
Facebook Marketplace,Baru terdaftar Rumah malalayang disewakan per tahun 20jt Manado,Manado,Rp 20.000.000
Facebook Marketplace,Baru terdaftar 2022 A.P.C Motor Company Mati,"Bitung, Sulawesi Utara, Indonesia",Rp 15.000.000
Facebook Marketplace,Dress maroon cantik Manado,Manado,Rp 299.000
Facebook Marketplace,MITSUBISHI New PAJERO SPORT DAKAR SERIES MY26 082396233750 Kota Tomohon,Manado,Rp 18.000.000
Facebook Marketplace,PUSAT GROSIR SENTER KEPALA ORIGINAL MANADO | Toko Takasemurah Grosir Manado,Manado,Rp 27.500
Facebook Marketplace,panggal beat,"Likupang, Sulawesi Utara, Indonesia",Rp 99.999
Facebook Marketplace,Baru terdaftar 2020 Jupe Gtx,"Tenga, Sulawesi Utara, Indonesia",Rp 70.000
Facebook Marketplace,Baru terdaftar jual konfor rinai turbo RI-712T Kota Tomohon,Manado,Rp 550.000
Facebook Marketplace,2024 TOYOTA RUSH GR SPORT MATIC Manado,Manado,Rp 123.456.789
Facebook Marketplace,2003 Daihatsu Taruna grande 1.5 Efi,"Tondano, Sulawesi Utara, Indonesia",Rp 37.500.000
Facebook Marketplace,MITSUBISHI New XPANDER EXCEED TOURER SERIES 082396233750 Manado,Manado,Rp 356.600.000
Facebook Marketplace,MITSUBISHI New DESTINATOR ULTIMATE PREMIUM MY26 SERIES 082396233750 Manado,Manado,Rp 50.000.000
Facebook Marketplace,MITSUBISHI New XPANDER ULTIMATE CVT SERIES MY26,"Amurang, Sulawesi Utara, Indonesia",Rp 409.800.000
Facebook Marketplace,IPHONE 13 128GB IBOX Manado,Manado,Rp 75
Facebook Marketplace,Tas elle Manado,Manado,Rp 123
Facebook Marketplace,Baru terdaftar Perabotan,"Bitung, Sulawesi Utara, Indonesia",Rp 35
Facebook Marketplace,Headset Gaming QKZ AK6 Manado,Manado,Rp 75
Facebook Marketplace,PROMO SPESIAL TRITON SC HDX 4X4 BISA CASH/CREDIT BERKAS DI BANTU SAMPAI UNTI KELUAR😍 Manado,Manado,Rp 8
Facebook Marketplace,Baru terdaftar Lilin led Manado,Manado,Rp 5.000
Facebook Marketplace,1 Kamar Tidur 1 Kamar Mandi - Manado,Manado,Rp 3.400.000.000
Facebook Marketplace,Iphone 13 128GB Fullset Manado,Manado,Rp 5
Facebook Marketplace,Tenda Kerucut 3×3m Manado,Manado,Rp 350.000
Facebook Marketplace,"Baru terdaftar STYLE, SONG, VOICE & PENDUKUNG ROHANI LENGKAP UNTUK KEYBOARD PIANO YAMAHA ALL SERIES TERBARU Kota Tomohon",Manado,Rp 10
Facebook Marketplace,Wifi IndiHome murah Manado,Manado,Rp 99
Facebook Marketplace,Baru terdaftar READY MESIN CETAK BAKSO Low Watt 370W,"Tombatu, Sulawesi Utara, Indonesia",Rp 49
Facebook Marketplace,Wifi IndiHome murah Manado,Manado,Rp 99
Facebook Marketplace,Baru terdaftar Best Seller Mesin Cetak Bakso Mini T70,"Bitung, Sulawesi Utara, Indonesia",Rp 49
Facebook Marketplace,Baru terdaftar jamu Manado,Manado,Rp 10
Facebook Marketplace,Wifi IndiHome murah,"Airmadidi, Sulawesi Utara, Indonesia",Rp 99
Facebook Marketplace,Baru terdaftar PROMO TERMURAH👌👌BRANKAS BESAR TEMPAT DOKUMEN.UANG DAN BARANG BERHARGA GRATIS ONGKIR Kota Tomohon,Manado,Rp 1.200
Facebook Marketplace,KANTOR ADIRA TOMOHON Kota Tomohon,Manado,Rp 70.000
Facebook Marketplace,Baru terdaftar Rasfur cream Manado,Manado,Rp 150
Facebook Marketplace,velg motor crf wr klx,"Kakas, Sulawesi Utara, Indonesia",Rp 1.800
Facebook Marketplace,"Baru terdaftar RX-KING Tahun 2002 Surat""Lengkap Kota Tomohon",Manado,Rp 4.500.000
Facebook Marketplace,2000 Suzuki Carry Kota Tomohon,Manado,Rp 25.000.000
Facebook Marketplace,ready ban forceum digon l/t 175 r13 harga terjangkau Manado,Manado,Rp 5.555
Facebook Marketplace,Crop choker chain wash kucing Manado,Manado,Rp 185
Facebook Marketplace,Knalpot PCX new Manado,Manado,Rp 600
Facebook Marketplace,Baru terdaftar Alat fitness Home gym 4 Sisi Kota Tomohon,Manado,Rp 999
Facebook Marketplace,PROMO!! Velg Mobil Ring 14 HSR Sebunsuta Buat Brio Agya Ayla Xenia Jazz dll Kota Tomohon,Manado,Rp 3.500.000
Facebook Marketplace,Baru terdaftar PC Gaming FULL SET Manado,Manado,Rp 123
Facebook Marketplace,Baru terdaftar Mesin tempel 3pk dan perahu karet panjang 3m Manado,Manado,Rp 2.000.000
Facebook Marketplace,Baru terdaftar Kue ultah Manado,Manado,Rp 123
Facebook Marketplace,2027 Y Y,Manado,Rp 234
Facebook Marketplace,2026 (Baru) Excavator LONKING CDM6225 21.800 Kg Terjamin Kualitasnya,"Bitung, Sulawesi Utara, Indonesia",Rp 0
Facebook Marketplace,Studio 1 Bath - Apartment Manado,Manado,Rp 123.456
Facebook Marketplace,1 KT 1 Kamar Mandi Kamar saja,"Bitung, Sulawesi Utara, Indonesia",Rp 199.000
Facebook Marketplace,Bead tipe terbaru 2025/11 STNK kunci 2 plat asli,"Tombatu, Sulawesi Utara, Indonesia",Rp 0
Facebook Marketplace,Baru terdaftar Cari teripang cumi kering dan sarang walet Makassar,Manado,Rp 12.345
Facebook Marketplace,Tembak telinga,"Bitung, Sulawesi Utara, Indonesia",Rp 1.234
Facebook Marketplace,2024 Honda WRV Manado,Manado,Rp 265.000.000
Facebook Marketplace,Xenia STNK 2009 26jt bole tukar tamba,"Remboken, Sulawesi Utara, Indonesia",Rp 0
